@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Social,'If you missed Oscars coverage online and on TV we ve collected the top five moments for you catch up From behind the scenes exclusives on YouTube to headline speeches and sideline action almost everyone missed here are the The best of what you missed at the Oscars'
Technology,'Tiny art can draw us in closer so that we really pay Wes Anderson and the world of miniature art'
Technology,'The croissant is only acceptable as a breakfast food and unless you live a life of gilded luxury only at This is a matter of time cost and the fact that if you eat them regularly you will collapse of a heart attack at an unfashionably young How to eat croissants'
Social,'The Royal Mint has chosen Beatrix Potter s thieving Peter Rabbit as the first character from children s literature ever to appear on a UK Peter pictured in the blue jacket that he is forced to abandon in the garden of Mr McGregor when he is caught stealing vegetables is captured on a special coloured edition of the p coin available from Beatrix Potter s Peter Rabbit gets his own p coin and he didn t have to steal it'
Social,'Red carpet glamour long ago departed from what counts as party dressing in the real You can tell that from the vocabulary which is all goddess dress this and fairytale gown But this year the look was less champagne sipping glamour than unadulterated Oscars red carpet a retrograde year for Hollywood feminism'
Social,'After they finished shooting a disembowelment Greg Nicotero drove home covered in Every stop sign we pulled up at I looked over at the driver in the next Freaked everybody out God I love my God of gore the man who makes The Walking Dead s zombies'
Technology,'Attention iPhone users We ve just launched our Guardian iPhone app featuring all the quality content you ve come to expect wrapped in an intuitive elegant interface along with other device specific features like offline browsing customisation and Download it today NB only available from UK Ireland US Apple stores for the Others coming soon Guardian iPhone Guardian mobile'
Social,'Did you know that The Guardian has its own documentary film unit You can become a fan on Facebook or follow them on Twitter Guardian Films'
Social,'Say hello to the recently revamped bringing you news comment multimedia content about today s most important environmental Now with a Facebook page become a fan keep up with the latest news Guardian Environment'
Technology,'Interested in social media The Guardian and environmental issues and conversations We re looking for an Interaction Manager on a freelance basis to manage and develop community interaction opportunities within while building relationships with the readership For more information please click on the ad for a detailed job Application deadline Thursday rd July Freelance Interaction Manager jobs Greater London Guardian Jobs'
Technology,'Find the Guardian on Twitter'
Technology,'Hook up with the latest news features multimedia and comment from the Guardian on FriendFeed The Guardian FriendFeed'
Social,'The FBI still hasn t been able access the phone contents belonging to one of the San Bernardino killers due to encrypted Find out more FBI director says investigators unable to unlock San Bernardino killer s phone content'
Politics,'Siamak Namazi was on a list of four prisoners to be released published by the official Islamic Republic News Agency and the Tabnak website on the day of the U S Iran prisoner But then his name was withdrawn with an apology but no Read more U S Iranian businessman s jailing sends chilling message to investors'
Social,'This is Martin Shkreli s latest headache Shkreli is sued over his million Wu Tang Clan album'
Social,'It looks like there s no easy way out for Deutsche B Here s why No easy way out for Deutsche Bank as investors lose faith'
Politics,'It s the worst health scare in Brazil s recent history but the Zika virus isn t stopping Over a million partiers hit the streets in cities like Rio even making fun of the mosquito that spreads the More here'
Social,'Martin Shkreli is now facing a lawsuit over his million Wu Tang Clan album which claims it contains illustrations ripped off from a New York Read more Shkreli is sued over his million Wu Tang Clan album'
Politics,'Hundreds of thousands of civilians could be cut off from food if Syrian government forces encircle rebel held parts of Aleppo the United Nations has Read more U N fears for hundreds of thousands if Syria troops encircle Aleppo'
Politics,'Why Reuters Opinion columnist Robert L Borosage thinks Bernie Sanders can win the White House Why Bernie Sanders can win the White House'
Politics,'The mayor of Hawaii s Big Island has declared a state of emergency on Monday to deal with a growing outbreak of dengue More here Hawaii s Big Island declares emergency over dengue fever infections'
Politics,'Trump spent the final campaign hours in New Hampshire insulting his In an interview with MSNBC he called Rubio confused Bush a loser Democratic candidate Hillary Clinton evil and Cruz More here Insurgents Trump and Sanders seek lift at New Hampshire primary'
Politics,'An era of closed European borders will just push those trapped in Greece to try ever more dangerous routes to get out says Reuters opinion columnist Tania K Read more Why ring fencing Greece from Europe won t solve anything'
Politics,'Justice does not bend to the fashionable position of the moment Deputy Attorney General Thiru Vignarajah told the judge noting the attention drawn to Adnan Syed s case by S Find out more Hearing on Serial murder case wraps up in Baltimore'
Politics,'North Korea said in September that its Yongbyon nuclear complex was working to improve the quality and quantity of weapons which it could use against the United States at any Read more North Korea may get plutonium from restarted reactor in weeks U S'
Politics,'It s so thinly stretched he There s arguably no organization on earth that could cover all those topics at sufficient depth to be Why some specialists say that the WHO is trying to do the Read more in this special investigation WHO report'
Politics,'Damascus aims to secure Syria s border with Turkey and recapture the city of Aleppo with its latest military offensive a top adviser to President Assad told Reuters Read our exclusive Exclusive Damascus vows to recapture Aleppo from rebels'
Social,'A Milwaukee man who authorities say planned to kill dozens of people in a mass shooting at a local Masonic temple will face weapons charges in federal court Read more Man faces weapons charges for planned mass shooting in Milwaukee'
Politics,'It was like a retweet Donald Trump defends his potty mouth Trump defends his potty mouth as a little fun'
Technology,'The most urgent questions of the Zika outbreak Is the virus causing a spike in birth defects and if so how great is the risk Brazilian studies aim to unravel Zika s link to birth defects'
Politics,'New Hampshire is not the last Clinton campaign volunteers are settling in for a long day in the face of a likely loss to Democratic rival Bernie Sanders who is widely expected to win the New Hampshire primary Read more on Tales from the Trail Clinton campaign all smiles in face of likely defeat'
Politics,'What are the most imminent security threats facing the United States in according to the top U S intelligence official U S intelligence chief warns of homegrown security threat'
Social,'China has confirmed its first case of imported Zika virus the country s state news agency Xinhua Find out more China confirms first imported Zika case Xinhua'
Social,'Goldman Sachs is eyeing Read more Banks eye more cost cuts amid global growth concerns'
Social,'This has been Marco Rubio s week since I Take a look PHOTOS Rubio s week since Iowa'
Politics,'Well that s something you don t hear everyday on the campaign Trump pulls out the p word at New Hampshire rally'
Politics,'The mayor of Hawaii s Big Island declared a state of emergency on Monday to deal with a growing outbreak of dengue fever spread by infected mosquitoes with cases confirmed over the past four Find out more Hawaii s Big Island declares emergency over dengue fever infections'
Politics,'A week ago it looked like the stars were aligning for Marco R Now as New Hampshire holds its pivotal primary the Republican presidential contender has to hope the sky does not come crashing down on Read more Rubio needs strong New Hampshire showing to rebut debate critics'
Social,'An FBI agent has accused the lawyers for convicted murderer Adnan Syed of manipulating cell phone records in their bid to win a retrial for the case made famous by S Find out more FBI agent says evidence manipulated in Baltimore Serial hearing'
Social,'Why is Martin Shkreli being sued over his million Wu Tang Clan album Shkreli is sued over his million Wu Tang Clan album'
Politics,'U S President Barack Obama unveils his final White House budget today with a blueprint for fiscal year that will lay out his spending proposals for priorities from fighting Islamic State to providing for the Find out more Obama lays out spending priorities in final White House budget'
Social,'A Florida fast food restaurant got a customer it wasn t expecting when a live alligator was tossed through a drive thru window by a Find out more Do you want fries with that Man charged with throwing alligator into fast food restaurant'
Social,'During the fourth day of a hearing in Baltimore City Circuit Court Federal Bureau of Investigation Special Agent Chad Fitzgerald said defense lawyers had shown him manipulated evidence of cell phone records when he was on the stand last Find out more FBI agent says evidence manipulated in Baltimore Serial hearing'
Technology,'In Recife Marques is gearing up a similar study that aims to enroll babies with microcephaly and healthy babies by June or July in Marques hopes to have some answers by A Find out more about the race to work out Zika s impact Brazilian studies aim to unravel Zika s link to birth defects'
Social,'The agency which coordinates energy policies of industrialised countries said that while it did not believe oil prices could follow some of the most extreme forecasts and fall to as low as per barrel it was equally hard to see how they could rise significantly from current Read more IEA sees global oil glut worsening OPEC deal unlikely'
Politics,'WATCH LIVE U S National Intelligence Director James Clapper testifies to the Senate Armed Services C Reuters Live Video'
Sports,'The basketball legend broke the news in a poem BBC Sport'
Sports,'Terrell Lawrence British basketball s first male cheerleader Learn more'
Sports,'Wedding frolics music concerts and basketball in a war torn country BBC Trending'
Sports,'The basketball player was taken to hospital after being found unconscious in a Nevada brothel Ex NBA star Lamar Odom in hospital'
Sports,'When Florida police need a hand Shaquille O Neal is happy to Cop calls for NBA backup in basketball complaint'
Sports,'It comes after a BBC and BuzzFeed News investigation revealed suspected illegal betting in tennis over the past Tennis match fixing claims Review into anti corruption'
Sports,'The world of tennis is rocked by a BBC and BuzzFeed News report into allegations of match fixing at the very top'
Sports,'A former tennis player explains what it s like to be offered cash to lose The BBC has seen secret files exposing evidence of widespread suspected match fixing at the top of world tennis including at W'
Sports,'At the top level of the Evidence reveals suspected match fixing in world tennis'
Sports,'Evidence reveals suspected match fixing in world tennis'
Sports,'Tennis legend Billie Jean King says it s not like Maria Sharapova Billie Jean King defends Sharapova over failed drugs test'
Sports,'The Duchess of Cambridge shows off her beanbag tennis Kate s tennis practice with Judy Murray'
Sports,'His vest calls Mr Putin the words the most polite president Russian footballer provokes Turkey with Putin shirt'
Sports,'Leicester City Football Club fans BBC Newsnight wants your help BBC Newsnight'
Sports,'Find out which Premier League football club has the most expensive match day More on Liverpool FC apology to fans over ticket prices here Match of the Day'
Sports,'Bend it like Guangyan Did China invent football'
Sports,'This is what you call The football pitch used for water polo'
Sports,'Fayyaz Ahmed who set up a football team to defuse racial tensions in Preston is made an MBE in NewYearsH Honour for Preston man Fayyaz Ahmed'
Sports,'Her reason for not going to Syria was her football British Muslim girl speaks about being contacted by ISIS'
Sports,'Cycling to Norway the pedalling migrants who travel via Arctic Russia'
Sports,'Glasgow Lincolnshire and Powys The UK s top areas for running and cycling revealed'
Sports,'The double Olympic cycling champion has been riding for just over a Victoria Pendleton wins first race as a jockey'
Sports,'Six years six continents miles tyres and a conclusion that the world is a friendlier and more welcoming place than he Cycling doctor declares world better than expected'
Sports,'Olympic gymnast Beth Tweddle was airlifted to hospital after a The Jump to hold safety review after series of injuries'
Sports,'Olympic bronze medalist Beth Tweddle has had to have neck surgery after an accident on the Is The Jump too dangerous for TV'
Sports,'Brazil says ZikaVirus poses no risk to The Olympic Games in R Rio Olympics to go ahead despite virus'
Sports,'Thoughts This is what Tokyo s new Olympic stadium will look like'
Sports,'Here s what s happened so far Pistorius lawyer says he will appeal the murder conviction The South African Olympian agrees to strict bail conditions The prosecution will not be opposing bail because of strict conditions set Live Oscar Pistorius bail hearing'
Sports,'The South African Olympian faces a minimum year jail sentence Live coverage here Oscar Pistorius to appear in court on bail plea'
Sports,'Greg James we salute you His gregathon for Sport Relief is Greg James finishes triathlon challenge for Sport Relief'
Sports,'One way to pass the time during B Perfect conditions for snow swimming in US'
Sports,'Swimming with elephants and sharks BBC News Magazine'
Sports,'of residents in the German city voted no in a referendum Olympics Olympics Hamburg says No to hosting Games'
Sports,'Olympic boxer Nicola Adams on gender and sexuality Women Women'
Sports,'Some of us have been waiting for this since the opening ceremony of the Olympics Are jetpacks finally set for lift off'
Sports,'The cost and design of the olympic stadium came under fierce criticism Japan sports minister resigns over stadium problems'
Sports,'Rio opening ceremony is now estimated to be of the cost of that of London Rio budget to be reduced by'
Sports,'It s time for Rugby World Cup action as Scotland face giant killers Japan Is another shock on the cards Follow Scotland v Japan'
Sports,'Scotland kick off their Rugby World Cup campaign in Impressive Scotland overwhelm Japan'
Sports,'Parents and pupils have their School rugby Is tackling intolerable or essential'
Sports,'Doctors say injuries can have lifelong consequences for UK and Irish schools urged to ban tackling in rugby'
Sports,'England rugby union World Cup winner Matt Dawson backs a campaign calling for all children to be vaccinated against Former rugby star on seeing son with meningitis C'
Sports,'John Shaw describes living with long term brain Rugby star goes blank during interview on concussion'
Sports,'The former England rugby captain wants all children Matt Dawson s two weeks of hell over son s meningitis'
Sports,'Rugby in space BBC Sport'
Sports,'Nice But no Rugby player celebrates diving over wrong line'
Sports,'Guaranteed to generate debate among England Rugby BBC Sport'
Sports,'The Haka is performed at a memorial service for New Zealand rugby great Jonah Lomu RIPJonah'
Sports,'He had a glittering career with the All B All Blacks captain Richie McCaw retires from rugby'
Sports,'Whoops Australia rugby league transfer accidentally sent to critic'
Sports,'Lewis Hamilton becomes only the second British driver to win three Formula titles Hamilton wins third F world title'
Sports,'The World Solar Challenge took place in the Australian outback Dutch university wins solar car race in Australia'
Technology,'Cyber and technological threats are the top national security challenges facing the United States in Director of National Intelligence James Clapper said in prepared testimony to C Find out more Cyber top national security threat to U S intelligence director'
Politics,'A week ago it looked like the stars were aligning for Marco R Now as New Hampshire holds its pivotal primary today the Republican presidential contender has to hope the sky does not come crashing down on Read more Rubio needs strong New Hampshire showing to rebut debate critics'
Politics,'Hundreds of thousands of civilians could be cut off from food supplies if Syrian government forces encircle rebel held parts of Aleppo the United Nations says warning of a massive new flight of Read more U N fears for hundreds of thousands if Syria troops encircle Aleppo'
Politics,'Last summer a Saudi led coalition wrestled control of the Yemen city of Aden from Houthi militia but as Reuters Yara Bayoumy reports deadly violence still grips the Watch Violence reigns in Aden months after recapture'
Social,'Four people have been killed in a head on collision between two trains in Bavaria G German police say people are injured including at least in very serious Watch Several dead as German trains collide head on'
Politics,'Russia should immediately end its air strikes in Syria as a condition for negotiations between the opposition and the central government in Damascus Interfax news agency quoted a Syrian opposition member as Read more Syrian opposition insists Russia should end air strikes Interfax'
Politics,'The recapture of Aden by Gulf Arab coalition troops last summer has failed to provide any respite from Yemen s civil war with residents facing a wave of bomb and gun attacks that is crippling efforts to stabilise the Read more about the current state of Aden Wave of Aden killings tests Gulf role in Yemen'
Politics,'White House hopefuls Donald Trump and Jeb Bush opened political hostilities on Monday as Republican and Democratic candidates stormed across New Hampshire in a final flurry of events before the state s crucial first in the nation Read more Trump versus Jeb in New Hampshire on day before crucial primary'
Social,'Four people were killed when two trains collided head on in the southern German state of Bavaria this morning a police spokesman said adding about people were injured including very More details Four dead hurt in train crash in Bavaria police'
Politics,'The recapture of Aden by Gulf Arab coalition troops last summer has failed to provide any respite from Yemen s civil war with residents facing a wave of bomb and gun attacks that is crippling efforts to stabilize the Wave of Aden killings tests Gulf role in Yemen'
Social,'Prosecutors in the southern Taiwan city of Tainan have issued an arrest warrant for the developer of a building which collapsed during an earthquake on Saturday killing at least people a government official said on T Arrest warrant issued for Taiwan developer after deadly quake'
Social,'Crude oil prices jumped as much as percent on Tuesday shrugging off big drops in Japan s stock market and eroding some of the previous session s losses that were driven by festering concerns about global Oil prices jump shrug off equity slump glut concerns'
Social,'Tesla Motors Inc TSLA O faces a pivotal moment Wednesday in its fight to convince skeptical investors that it can still win against traditional auto makers in the competition to reshape the auto Now it is Tesla s turn to confront the bears'
Social,'Asian share markets were scorched on Tuesday as stability concerns put a torch to European bank stocks and sent investors stampeding to only the safest of safe haven Stocks dumped for safe havens as bank fears flare'
Social,'Another bad day on Wall Street Growth worries rate hike uncertainty pull Wall Street down'
Social,'It was accused of overreacting to the H N It was blasted for underreacting to E And now the World Health Organisation is under fire for its Zika What s going on over there Read our Special Report to find out The World Health Organization s critical challenge healing itself'
Social,'Would chocolate noodles woo your sweetheart A Tokyo restaurant chain is introducing a flavor kick to sweeten Valentine s D Watch Chocolate ramen a sweet treat for Valentine s Day'
Politics,'All eyes will be on New Hampshire tomorrow for the first primary election after the Iowa Why it s a crucial moment for candidates All eyes on New Hampshire'
Politics,'In the latest War College podcast journalist Jean Lee talks us through the unseen side of North Korea and its love for D In North Korea kids learn to love the bomb and Minnie Mouse'
Social,'The businessman left behind in the wake of last month s U S Iran prisoner deal Groups urge Kerry to work for release of U S businessman held in Iran'
Politics,'It is kind of the Alice in Wonderland of cannabis legalization said Alex Jeffrey the executive director of a marijuana reform advocacy Find out why Pot fans foes fume as Washington DC tests limits of high life'
Social,'Infectious diseases specialist Jeremy Farrar says the WHO is floundering because it can t or won t say no to Read more The World Health Organization s critical challenge healing itself'
Politics,'It s not cheap to run a caliphate it s not cheap to run a war said Glaser assistant secretary for terrorist financing at the U S Treasury D You need to pay your They are having a harder and harder time doing Find out why ISIS is cutting salaries Air strikes help force ISIS to halve fighters pay Glaser'
Social,'In pictures Celebrations for the Lunar new year Lunar New Year'
Politics,'The French data protection authority has given Facebook three months to stop tracking non users web activity without their Read more Facebook must stop tracking non users on the web French regulator'
Social,'The good news is this is not like Ebola people don t die of Zika President Obama said in an interview aired on M Read more Obama seeks funds to fight Zika sees no cause for panic'
Social,'The tech heavy Nasdaq fell percent to its lowest since October today weighed down by Microsoft Amazon and F More here Wall Street bleeds as financials tech stocks sell off'
Politics,'This is what North Korea s latest rocket launch could mean North Korea rocket launch may spur U S missile defense buildup in Asia'
Social,'Real money may finally be on the table in A Find out more with Breakingviews Argentina s Macri puts money where his mouth is'
Social,'Why the WHO may not survive as it is for another decade via Special Reports The World Health Organization s critical challenge healing itself'
Social,'Baby orangutans attend school to learn how to live in the Watch Wheelbarrows of Orangutans'
Social,'Another survivor of the quake a man named Li Tsung tian was pulled out later with Taiwan television stations showing live images of the Several hours later Li s girlfriend was found dead in the Read more More rescued two days after Taiwan quake toll could exceed'
Social,'Wall Street villains are having their big moment on both television and the big Find out why Wall S crooks get a screen test and this time pull in big audiences'
Social,'Dracoraptor hanigani has been classified as a new It s one of the oldest Jurassic dinosaurs ever found and among the most complete specimens from the time Check out the latest addition to humanity s discoveries of the Triassic and Jurassic New dinosaur species offers evolutionary clues'
Technology,'Why Facebook won t be liking India s new net neutrality rules India introduces net neutrality rules barring Facebook s free Internet'
Social,'Long a staple treat preceding the Catholic fasting period of Lent the pastries a no hole denser and richer version of the donut have exploded in popularity in recent years far beyond Chicago s large Polish community to a growing number of high end specialty donut Find out more In February Chicago goes crazy for paczki as donuts go gourmet'
Politics,'We re LIVE from New H Join our coverage of the high stakes primary here LIVE Election'
Politics,'The Syrian army advanced toward the Turkish border in a major offensive backed by Russia and Iran that rebels say now threatens the future of their nearly five year old insurrection against President Bashar al A Read more Russian firepower helps Syrian forces edge toward Turkey border'
Politics,'Kathleen Willey a former White House volunteer who says Bill Clinton groped her in an Oval Office hallway in when she came to him tearfully seeking a paid job said she had agreed to work for an anti Clinton political group being created by an ex advisor to Donald T Read more Woman who accused Bill Clinton of assault to campaign against Hillary presidential run'
Social,'WATCH LIVE Zika briefing from the White H Reuters Live Video'
Social,'Gleyse Kelly da Silva was seven months pregnant when an ultrasound showed her unborn baby s head had stopped This is the story of a mother and child after Zika After Zika a mother s story'
Social,'Wall Street fell sharply in early trading today continuing a technology led selloff from Friday as fears of a worsening global economic slowdown and dropping oil prices continued to rattle Find out more Wall S extends tech led selloff'
Social,'Brazilian dog parades monkeys on bicycles and diner seats for It s our animal wrap Celebrations ring out with monkeys dogs and groundhogs'
Social,'A spotted leopard was found wandering inside a school in India s Karnataka Watch Leopard found in school grounds in India'
Technology,'The hashtag RIPTwitter became the top trending U S item on Twitter over the weekend after a report from BuzzFeed said the company is planning to change how it displays users Find out more Twitter users decry reported plan to prioritize tweets'
Social,'A child plays beneath lanterns at a temple decorated to celebrate the Chinese New Year in Kuala Lumpur Malaysia February REUTERS Olivia H See more of the world in pictures Reuters s cover photo'
Technology,'Free Basics is part the U S based social media firm s ambition to expand in its largest market outside the United S Only million out of India s billion people have Internet Read more India introduces net neutrality rules barring Facebook s free Internet'
Politics,'Extremists wider reach is more a product of instability than its primary driver more due to the bloody genesis of crises than to radicalization beforehand explains Reuters opinion writer Richard A Find out more Not all extremists are the same so ways to deal with them must vary too'
Technology,'All the high tech tools of government surveillance are of little use if a terrorist does little to draw attention says Reuters opinion columnist David W Find out more on his view of NSA tactics and general surveillance Why it s so hard to root out violent extremists before they strike'
Politics,'One of the women who has accused former U S President Bill Clinton of sexual assault says she has agreed to work for an anti Clinton political group being formed by a former advisor to Republican presidential candidate Donald T More details Woman who accused Bill Clinton of assault to campaign against Hillary presidential run'
Social,'For years the WHO has talked about the need to improve the way it operates but has struggled to make Some health experts say time is running Read more in our special report The World Health Organization s critical challenge healing itself'
Social,'LIVE Watch the Lunar new year celebrations in Hong Kong Timeline Photos'
Social,'From the Philippines to North Korea celebrants bring in the Lunar New Year with prayers and Watch Countries across Asia celebrate Lunar New Year'
Social,'Iran wants to recover tens of billions of dollars it is owed by India and other buyers of its oil in euros and is billing new crude sales in euros too looking to reduce its dependence on the U S dollar following last month s sanctions Read more Exclusive Iran wants euro payment for new and outstanding oil sales source'
Social,'The rapidly spreading Zika virus is discouraging many Americans from traveling to Latin America and the Caribbean with percent of those aware of the disease saying they are less likely to take such a trip a Reuters Ipsos poll Find out more Exclusive Zika virus discourages many Americans from Latin America travel'
Social,'Podcast Big changes for Israel s elite war This week on War College journalist Noga Tarnopolsky discusses why Israel is cutting back on officers strengthening its borders and worrying less about Iran than you might Download and tune in Podcast Surprising changes underway for Israel s military'
Sports,'Which ads added value to the Super Bowl this year and what were the general themes Find out more about one of the most expensive ad breaks Puppymonkeybaby chip craving fetus stand out in tame Super Bowl ad lineup'
Sports,'The United States Olympic Committee told U S sports federations that athletes and staff concerned for their health over the Zika virus should consider not going to the Rio Olympic Games in A Find out more Exclusive U S athletes should consider not attending Olympics if fear Zika officials'
Social,'Rescuers pulled two survivors from the rubble of a Taiwan apartment block on Monday more than hours after it was toppled by an earthquake but the mayor of the southern city of Tainan warned the death toll was likely to exceed Read the latest Two more Taiwan quake survivors found toll could exceed'
Sports,'The United States Olympic Committee told U S sports federations that athletes and staff concerned for their health over the Zika virus should consider not going to the Rio Olympic Games in A Exclusive U S athletes should consider not attending Olympics if fear Zika officials'
Social,'LinkedIn Corp Executive Chairman Reid Hoffman lost almost half his billion fortune on paper Friday as shares of his social media company suffered their largest drop on CEOs venture backers lose big as LinkedIn Tableau shares tumble'
Social,'Asian shares got off to a rocky start on Monday after mixed U S jobs data helped sink shares on Wall Street but trade was thin with many regional markets closed for the Lunar New Year Asia stocks slip in holiday thinned trade'
Social,'Crude oil futures were mixed in early Asian trade on Monday after a meeting between OPEC producers Saudi Arabia and Venezuela to discuss coordination on prices ended with few signs there would be steps taken to boost Crude oil slips after Saudi Venezuela meeting on prices yields little'
Social,'New York Mayor Bill de Blasio on Sunday unveiled a series of new policies governing the use of construction booms in the United States largest city after a deadly crane collapse in Manhattan highlighted the need for additional safety New York steps up efforts on crane safety after deadly collapse'
Social,'Less than two months into the year the top U S shale oil companies have already cut their budget for a second time as the relentless drop in oil prices continues to erode their cash Prolonged oil slump sparks second wave of cuts to budgets'
Social,'The worst health scare in recent history is not keeping Brazilians from their annual Carnival revelry with millions of partiers swarming streets and some making fun of the mosquito that spreads Zika and other Carnival roars ahead in Brazil despite Zika health scare'
Sports,'Remember these classic Super Bowl moments Classic Super Bowl moments Pictures R'
Technology,'New eyewear from Japan may sharpen linguistic skills cut down language Eyewear translator'
Social,'Don t forget to take The Straits Times Challenge on F Work your way up to Editor'
Technology,'Experimental treatment test only on mice saves the life of Australian baby from rare brain poisoning condition news Miracle drug saves baby'
Sports,'The New York Yankees won a record th World Series title beating Philadelphia Phillies news sports Yankees win World Series'
Technology,'Contrary to popular belief technology is not leading to social isolation news Tech not causing isolation'
Politics,'Man who was told he couldn t wear cheesehead hat to Obama s speech is now getting it signed by the US president news Obama signs cheesehead hat'
Politics,'Michelle Obama s vegetable garden is about to become a battlefield as it hosts an episode of Iron Chef America news Iron Chef at the White House'
Social,'As Toyota quits Formula Renault holds emergency meeting to consider its own position in the sport news f Renault mulls quitting F'
Social,'Sony Pictures eyes global domination acquires rights to make movie version of RISK boardgame news Hollywood eyes RISK movie'
Social,'Liquor distributor Giorgio Ferrari claiming m from LifeBrandz company behind Cafe Del Mar Ministry of S m claimed from LifeBrandz'
Social,'Malaysian woman jailed for years for abusing her Indonesian year jail for maid abuse'
Social,'A woman is on trial for trying to poison her husband with Husband now has skin cancer caused by the My wife poisoned me'
Social,'In the world of fiddler crabs the best form of protection is apparently prostitution according to Crabs give sex for survival'
Social,'COE premiums fall all Premium for cars up to cc fell by more than to close at news COE premiums fall'
Social,'Newly wed groom found dead on driveway of Hilton Hotel just hours after his wedding reception news singapore New groom found dead'
Social,'China approves Disney theme park in Shanghai includes Magic Kingdom style park tailored to Shanghai region news Disneyland in Shanghai'
Social,'Men have become so openly affectionate with each other via SMS that they ve taken to signing off with a kss x news Rise of Metrotextuals'
Social,'Hillary Clinton will be in Singapore for the Apec ministerial meeting on Nov news Clinton to attend Apec meeting'
Social,'Some million ppl worldwide want to permanently move to another country news Millions want to swap nations'
Social,'Steve Martin and Alec Baldwin have been picked to co host the upcoming Oscars news Martin Baldwin to host Oscars'
Social,'Syphilis is spreading in China reports senior health Syphilis spreading in China'
Technology,'Scared of flying Get new iPhone app to help iPhone app for fearful fliers'
Social,'PM Lee said Singapore economy has bottomed out and he does not expect another downturn news PM rules out nd dip'
Social,'coach companies Express Bus Agencies Association fined for fixing prices of bus tickets to Malaysia news singapore Fined for price fixing'
Social,'Singapore on top list of cities to visit news Spore among top cities'
Social,'Dictionary publisher Collins on a hunt for the fate of England s lost words like wassuck ommuck and drangway news Englands lost words'
Social,'Twilight co stars Robert Pattinson and Kristen Steward deny that they re embroiled in an off screen romance news Were not dating Pattinson'
Social,'The Straits Times Challenge is LIVE on Facebook Take the daily quiz and see how you rank against other news junkies'
Social,'In Taiwan some of the terminally ill are turning to living funerals to deal with death news Living funerals in Taiwan'
Social,'times larger than the Titanic the world s largest cruise ship is finally finished news lifestyle Worlds largest cruise ship'
Social,'Man who fled Vietnam as a boy returns to the country in command of a US Navy destroyer news From refugee to US officer'
Social,'The Dow dropped wiping out gains from the previous day as euphoria turned to concern over the recovery news Dow plunges'
Social,'Number of swine flu deaths jump by in a week reaching more than H N deaths up in a week'
Social,'Malaysian man facing death sentence for murder of Indonesian maid who was severely beaten locked in'
Social,'Entertainment news Gateley s will is missing Taylor Swift is racist Ledger on MTV Breaking News'
Social,'Jury awards family of woman who died of water intoxication after water drinking Wii contest m in damages news Wii contest death verdict'
Politics,'Saddam Hussein planned to escape from prison in with the help of loyalists book by his lawyer reveals news Saddam planned escape'
Social,'Japan s jobless rate falls to in Sept from in Aug a mth low news Japan jobless rate falls'
Social,'Sony thinks Michael Jackson film This is It could be a contender for Best Picture at the Academy Awards news lifestyle An Oscar for This is It'
Technology,'Facebook outlines changes to privacy policy asks for feedback news tech Facebook outlines new policy'
Technology,'Happy Birthday Internet It s been years since Prof Leonard Kleinrock headed team that linked computers news Internet turns'
Social,'MM Lee one of the legendary figures of Asia Singapore an outstanding friend ally President Obama news MM Lee meets Obama'
Social,'pregnant women needed forlong term national study on Pregnant women wanted'
Social,'Singapore is expected to see more gradual growth next year mainly driven by the services sector news More gradual growth in'
Social,'Moderate quake hits Indonesia s Papua province km north of T No immediate reports of damage news Moderate quake hits Indonesia'
Social,'To protect penguins on rapidly warming Antarctic peninsula the survival of shrimp like krill is needed news Protect krill save penguins'
Technology,'Nasa s Ares rocket was launched successfully advancing plans to return man to the Moon by news tech Nasas Ares blasts off'
Technology,'Molecule found in a curry can kill oesophageal cancer cells in the Curry kills cancer cells'
Social,'Wild elephants damaged houses ate crops in rampage through Indonesian Elephants run amok in Indonesia'
Social,'Being the boss may mean more money but it can also take a toll on physical and mental well being news Being boss hurts health'
Social,'Local bank OCBC posted a surprise profit in Q thanks to lower bad debt and writedowns on toxic OCBC profits up'
Social,'Minister Mentor Lee Kuan received a lifetime achievement award from the US Asean Business C First ever such award MM Lee honoured in US'
Politics,'Gunmen stormed a UN approved hostel killing at least UN staff and UN staff foreigners killed'
Sports,'Andre Agassi admits he used crystal meth in in his upcoming autobiography news sports tennis Agassi admits crystal meth use'
Technology,'Google Voice now lets users merge home office and mobile phones into a single number news tech Google deeper in telecom turf'
Social,'Sex alcohol and obesity in a list of factors that affect global life expectancy news'
Technology,'Gadget blog Gizmodo apologises after being duped by malware masquerading as an ad news tech Gizmodo duped by virus ad'
Technology,'Gadget blog Gizmodo apologises after being duped by malware masquerading as an ad news tech Gizmodo duped by virus ad'
Social,'Tweeters being invited to submit questions for the spirits of departed celebs for first Twitter Worlds st Twitter seance'
Social,'Singapore doesn t seek to ban press criticism but demands the right of reply Law Minister Shanmugam No ban on press criticism'
Politics,'MM Lee meets Hillary Clinton Timothy Geithner on second leg of US MM Lee meets Clinton'
Social,'UK band Muse is named best act in the Muse is worlds best band'
Social,'Indonesia says its not a dumping ground for Aussie Not a dumping ground'
Social,'Singapore based developer CapitaLand posts a fall in Q profit compared to a year news CapitaLand profit falls'
Social,'Man arrested for taping pythons to his body'
